Mo-Yr,violent-crime,violent-crimeclearances,violent-crimerate,violent-crimeclearancerate,population,participated_population,aggravated-assault,aggravated-assaultclearances,aggravated-assaultrate,aggravated-assaultclearancerate,robbery,robberyclearances,robberyrate,robberyclearancerate,arson,arsonclearances,arsonrate,arsonclearancerate,homicide,homicideclearances,homiciderate,homicideclearancerate,burglary,burglaryclearances,burglaryrate,burglaryclearancerate,motor-vehicle-theft,motor-vehicle-theftclearances,motor-vehicle-theftrate,motor-vehicle-theftclearancerate,larceny,larcenyclearances,larcenyrate,larcenyclearancerate,rape,rapeclearances,raperate,rapeclearancerate,property-crime,property-crimeclearances,property-crimerate,property-crimeclearancerate,Date
03-2018,304894.0,148775.0,94.51,46.12,330362587,322616047.0,59003.0,30175.0,18.29,9.35,19473.0,6052.0,6.04,1.88,3149.0,705.0,0.98,0.22,1234.0,801.0,0.38,0.25,87520.0,12210.0,27.13,3.78,55442.0,7458.0,17.19,2.31,368956.0,71842.0,114.36,22.27,11155.0,3467.0,3.46,1.07,515067.0,92215.0,159.65,28.58,2018-03-01
04-2018,306526.0,146936.0,95.1,45.59,330362587,322317826.0,60974.0,30418.0,18.92,9.44,19760.0,5983.0,6.13,1.86,3382.0,768.0,1.05,0.24,1295.0,790.0,0.4,0.25,90001.0,12204.0,27.92,3.79,54301.0,7146.0,16.85,2.22,373708.0,69480.0,115.94,21.56,10932.0,3452.0,3.39,1.07,521392.0,89598.0,161.76,27.8,2018-04-01
05-2018,344172.0,161896.0,106.85,50.26,330362587,322122428.0,69481.0,34111.0,21.57,10.59,21544.0,6343.0,6.69,1.97,3477.0,770.0,1.08,0.24,1357.0,795.0,0.42,0.25,98357.0,12708.0,30.53,3.95,58593.0,7737.0,18.19,2.4,408472.0,73265.0,126.81,22.74,12074.0,3597.0,3.75,1.12,568899.0,94480.0,176.61,29.33,2018-05-01
06-2018,318488.0,147263.0,98.86,45.71,330362587,322150125.0,66191.0,31529.0,20.55,9.79,21636.0,5986.0,6.72,1.86,3434.0,749.0,1.07,0.23,1424.0,785.0,0.44,0.24,95700.0,12585.0,29.71,3.91,57951.0,7577.0,17.99,2.35,408720.0,70833.0,126.87,21.99,11588.0,3414.0,3.6,1.06,565805.0,91744.0,175.63,28.48,2018-06-01
07-2018,327582.0,154270.0,101.78,47.93,330362587,321845126.0,68678.0,33549.0,21.34,10.42,23080.0,6332.0,7.17,1.97,3987.0,877.0,1.24,0.27,1449.0,773.0,0.45,0.24,101637.0,13365.0,31.58,4.15,61500.0,7935.0,19.11,2.47,427948.0,73060.0,132.97,22.7,11865.0,3493.0,3.69,1.09,595072.0,95237.0,184.89,29.59,2018-07-01
08-2018,326224.0,153031.0,101.41,47.57,330362587,321681546.0,67087.0,33056.0,20.86,10.28,23145.0,6571.0,7.2,2.04,3354.0,725.0,1.04,0.23,1382.0,770.0,0.43,0.24,101652.0,13220.0,31.6,4.11,61473.0,8117.0,19.11,2.52,429042.0,73730.0,133.37,22.92,11868.0,3709.0,3.69,1.15,595521.0,95792.0,185.13,29.78,2018-08-01
09-2018,321881.0,148837.0,100.17,46.32,330362587,321336329.0,64360.0,31096.0,20.03,9.68,21811.0,6026.0,6.79,1.88,2973.0,656.0,0.93,0.2,1332.0,711.0,0.41,0.22,94845.0,11921.0,29.52,3.71,59000.0,7273.0,18.36,2.26,401311.0,69373.0,124.89,21.59,11887.0,3487.0,3.7,1.09,558129.0,89223.0,173.69,27.77,2018-09-01
10-2018,315051.0,148173.0,97.96,46.07,330362587,321628287.0,62271.0,30969.0,19.36,9.63,22625.0,6293.0,7.03,1.96,3028.0,648.0,0.94,0.2,1274.0,755.0,0.4,0.23,95656.0,12258.0,29.74,3.81,60193.0,7467.0,18.72,2.32,412875.0,71658.0,128.37,22.28,11774.0,3565.0,3.66,1.11,571752.0,92031.0,177.77,28.61,2018-10-01
11-2018,281319.0,132348.0,87.56,41.19,330362587,321284170.0,54906.0,27433.0,17.09,8.54,21872.0,5775.0,6.81,1.8,2718.0,569.0,0.85,0.18,1253.0,714.0,0.39,0.22,88586.0,10851.0,27.57,3.38,56880.0,6970.0,17.7,2.17,376327.0,67542.0,117.13,21.02,10076.0,3087.0,3.14,0.96,524511.0,85932.0,163.25,26.75,2018-11-01
12-2018,570648.0,287958.0,177.8,89.72,330362587,320946794.0,117288.0,60237.0,36.54,18.77,42022.0,12054.0,13.09,3.76,3844.0,885.0,1.2,0.28,3136.0,1599.0,0.98,0.5,168387.0,25222.0,52.47,7.86,102374.0,16666.0,31.9,5.19,784736.0,149736.0,244.51,46.65,18480.0,6793.0,5.76,2.12,1059341.0,192509.0,330.07,59.98,2018-12-01
01-2019,286295.0,140378.0,89.18,43.73,331433049,321034556.0,55470.0,28690.0,17.28,8.94,20845.0,6221.0,6.49,1.94,2594.0,571.0,0.81,0.18,1276.0,747.0,0.4,0.23,85635.0,11462.0,26.67,3.57,56430.0,7722.0,17.58,2.41,366352.0,70709.0,114.12,22.03,11484.0,3522.0,3.58,1.1,511011.0,90464.0,159.18,28.18,2019-01-01
02-2019,260029.0,127780.0,81.07,39.84,331433049,320731089.0,49437.0,25731.0,15.41,8.02,17030.0,5293.0,5.31,1.65,2218.0,487.0,0.69,0.15,1143.0,704.0,0.36,0.22,72148.0,10567.0,22.49,3.29,49155.0,6939.0,15.33,2.16,330387.0,62728.0,103.01,19.56,9690.0,3208.0,3.02,1.0,453908.0,80721.0,141.52,25.17,2019-02-01
03-2019,297763.0,142462.0,92.78,44.39,331433049,320951671.0,58428.0,29244.0,18.2,9.11,18089.0,5549.0,5.64,1.73,2771.0,684.0,0.86,0.21,1224.0,733.0,0.38,0.23,76694.0,10773.0,23.9,3.36,51760.0,7026.0,16.13,2.19,361447.0,67330.0,112.62,20.98,10963.0,3435.0,3.42,1.07,492672.0,85813.0,153.5,26.74,2019-03-01
04-2019,308804.0,146324.0,96.26,45.61,331433049,320815124.0,62070.0,31092.0,19.35,9.69,18891.0,5575.0,5.89,1.74,2885.0,684.0,0.9,0.21,1216.0,756.0,0.38,0.24,81282.0,11076.0,25.34,3.45,51225.0,6888.0,15.97,2.15,367857.0,67425.0,114.66,21.02,11088.0,3483.0,3.46,1.09,503249.0,86073.0,156.87,26.83,2019-04-01
05-2019,333353.0,155887.0,103.96,48.62,331433049,320641836.0,68523.0,33254.0,21.37,10.37,20772.0,5996.0,6.48,1.87,2941.0,670.0,0.92,0.21,1441.0,803.0,0.45,0.25,88315.0,11604.0,27.54,3.62,55548.0,7387.0,17.32,2.3,397804.0,69537.0,124.06,21.69,11855.0,3647.0,3.7,1.14,544608.0,89198.0,169.85,27.82,2019-05-01
06-2019,314649.0,146736.0,98.27,45.83,331433049,320185373.0,67432.0,32598.0,21.06,10.18,20602.0,5724.0,6.43,1.79,3125.0,691.0,0.98,0.22,1442.0,783.0,0.45,0.24,85097.0,11204.0,26.58,3.5,56070.0,7191.0,17.51,2.25,390582.0,67636.0,121.99,21.12,11337.0,3348.0,3.54,1.05,534874.0,86722.0,167.05,27.08,2019-06-01
07-2019,315956.0,146500.0,101.1,46.88,331433049,312516800.0,67739.0,32627.0,21.68,10.44,21662.0,5794.0,6.93,1.85,3587.0,768.0,1.15,0.25,1419.0,779.0,0.45,0.25,90264.0,11768.0,28.88,3.77,59310.0,7685.0,18.98,2.46,406091.0,67219.0,129.94,21.51,11434.0,3333.0,3.66,1.07,559252.0,87440.0,178.95,27.98,2019-07-01
08-2019,322637.0,149850.0,101.15,46.98,331433049,318966106.0,66571.0,32869.0,20.87,10.3,22375.0,6172.0,7.01,1.94,3166.0,727.0,0.99,0.23,1417.0,810.0,0.44,0.25,89943.0,19323.0,28.2,6.06,58708.0,7569.0,18.41,2.37,408580.0,67883.0,128.1,21.28,11930.0,3491.0,3.74,1.09,560397.0,95502.0,175.69,29.94,2019-08-01
09-2019,319163.0,145386.0,100.88,45.95,331433049,316387434.0,63931.0,31141.0,20.21,9.84,21420.0,5961.0,6.77,1.88,3088.0,649.0,0.98,0.21,1365.0,690.0,0.43,0.22,84011.0,11215.0,26.55,3.54,55945.0,12093.0,17.68,3.82,388002.0,64189.0,122.64,20.29,12018.0,3303.0,3.8,1.04,531046.0,88146.0,167.85,27.86,2019-09-01
10-2019,303186.0,141579.0,95.76,44.72,331433049,316615319.0,59676.0,29666.0,18.85,9.37,21530.0,6049.0,6.8,1.91,3091.0,704.0,0.98,0.22,1320.0,772.0,0.42,0.24,83644.0,10927.0,26.42,3.45,55630.0,7075.0,17.57,2.23,387623.0,64729.0,122.43,20.44,11285.0,3362.0,3.56,1.06,529988.0,83435.0,167.39,26.35,2019-10-01
11-2019,276687.0,127521.0,87.46,40.31,331433049,316368334.0,55653.0,27106.0,17.59,8.57,19995.0,5423.0,6.32,1.71,2934.0,643.0,0.93,0.2,1285.0,708.0,0.41,0.22,76643.0,9359.0,24.23,2.96,53018.0,6484.0,16.76,2.05,354997.0,60571.0,112.21,19.15,10154.0,2912.0,3.21,0.92,487592.0,77057.0,154.12,24.36,2019-11-01
12-2019,558057.0,279888.0,176.48,88.51,331433049,316223354.0,115927.0,58942.0,36.66,18.64,39523.0,11580.0,12.5,3.66,3773.0,991.0,1.19,0.31,3197.0,1647.0,1.01,0.52,148800.0,22550.0,47.06,7.13,99655.0,15736.0,31.51,4.98,755845.0,139655.0,239.02,44.16,18273.0,6386.0,5.78,2.02,1008073.0,178932.0,318.79,56.58,2019-12-01
01-2020,295367.0,140936.0,91.91,43.86,332726731,321364533.0,58119.0,29594.0,18.09,9.21,21454.0,6336.0,6.68,1.97,2968.0,636.0,0.92,0.2,1441.0,886.0,0.45,0.28,81889.0,11158.0,25.48,3.47,57607.0,7653.0,17.93,2.38,381354.0,68091.0,118.67,21.19,11911.0,3347.0,3.71,1.04,523818.0,87538.0,163.0,27.24,2020-01-01
02-2020,275870.0,130114.0,86.09,40.6,332726731,320452894.0,53064.0,26955.0,16.56,8.41,18363.0,5624.0,5.73,1.76,2801.0,637.0,0.87,0.2,1233.0,734.0,0.38,0.23,70525.0,10029.0,22.01,3.13,50682.0,6700.0,15.82,2.09,343565.0,62866.0,107.21,19.62,10509.0,3123.0,3.28,0.97,467573.0,80232.0,145.91,25.04,2020-02-01
03-2020,291231.0,136859.0,91.06,42.79,332726731,319824638.0,61024.0,30110.0,19.08,9.41,17885.0,5726.0,5.59,1.79,3033.0,655.0,0.95,0.2,1462.0,809.0,0.46,0.25,74508.0,10503.0,23.3,3.28,53838.0,6941.0,16.83,2.17,327780.0,56081.0,102.49,17.53,9638.0,2994.0,3.01,0.94,459159.0,74180.0,143.57,23.19,2020-03-01
04-2020,260072.0,123096.0,81.38,38.52,332726731,319557902.0,59530.0,29162.0,18.63,9.13,15140.0,5003.0,4.74,1.57,3246.0,693.0,1.02,0.22,1491.0,915.0,0.47,0.29,73921.0,10770.0,23.13,3.37,55960.0,7008.0,17.51,2.19,293791.0,42954.0,91.94,13.44,7309.0,2433.0,2.29,0.76,426918.0,61425.0,133.6,19.22,2020-04-01
05-2020,311846.0,139879.0,97.66,43.81,332726731,319301928.0,74048.0,34006.0,23.19,10.65,16538.0,5093.0,5.18,1.6,3970.0,805.0,1.24,0.25,1739.0,955.0,0.54,0.3,76904.0,11175.0,24.09,3.5,59196.0,7562.0,18.54,2.37,316661.0,47206.0,99.17,14.78,9438.0,2674.0,2.96,0.84,456731.0,66748.0,143.04,20.9,2020-05-01
06-2020,321027.0,135104.0,100.59,42.33,332726731,319149113.0,77868.0,32644.0,24.4,10.23,17839.0,4437.0,5.59,1.39,4462.0,819.0,1.4,0.26,1967.0,941.0,0.62,0.29,78830.0,10707.0,24.7,3.35,63799.0,6795.0,19.99,2.13,328960.0,44357.0,103.07,13.9,10639.0,2729.0,3.33,0.86,476051.0,62678.0,149.16,19.64,2020-06-01
07-2020,331899.0,144983.0,104.12,45.48,332726731,318755373.0,80860.0,35118.0,25.37,11.02,18330.0,5129.0,5.75,1.61,4652.0,836.0,1.46,0.26,2110.0,1040.0,0.66,0.33,77451.0,10467.0,24.3,3.28,68054.0,7795.0,21.35,2.45,347753.0,46299.0,109.1,14.52,11265.0,3091.0,3.53,0.97,497910.0,65397.0,156.2,20.52,2020-07-01
08-2020,331995.0,143661.0,104.41,45.18,332726731,317957513.0,80569.0,35076.0,25.34,11.03,19148.0,5198.0,6.02,1.63,4218.0,827.0,1.33,0.26,2013.0,1009.0,0.63,0.32,80739.0,10863.0,25.39,3.42,67897.0,7842.0,21.35,2.47,358202.0,47344.0,112.66,14.89,11128.0,3054.0,3.5,0.96,511056.0,66876.0,160.73,21.03,2020-08-01
09-2020,302114.0,131231.0,95.24,41.37,332726731,317196835.0,72144.0,32107.0,22.74,10.12,18167.0,4986.0,5.73,1.57,4194.0,914.0,1.32,0.29,1885.0,943.0,0.59,0.3,78466.0,10573.0,24.74,3.33,64718.0,7247.0,20.4,2.28,350382.0,46657.0,110.46,14.71,10586.0,3098.0,3.34,0.98,497760.0,65391.0,156.92,20.62,2020-09-01
10-2020,306393.0,130861.0,96.94,41.4,332726731,316064394.0,73453.0,31646.0,23.24,10.01,19767.0,5098.0,6.25,1.61,3909.0,842.0,1.24,0.27,2030.0,1027.0,0.64,0.32,80208.0,10188.0,25.38,3.22,67907.0,7474.0,21.49,2.36,364522.0,47438.0,115.33,15.01,10353.0,2987.0,3.28,0.95,516546.0,65942.0,163.43,20.86,2020-10-01
11-2020,279676.0,118136.0,88.21,37.26,332726731,317059539.0,65874.0,27855.0,20.78,8.79,19113.0,4463.0,6.03,1.41,3728.0,679.0,1.18,0.21,1881.0,916.0,0.59,0.29,77374.0,9092.0,24.4,2.87,66782.0,6854.0,21.06,2.16,340493.0,42656.0,107.39,13.45,9340.0,2480.0,2.95,0.78,488377.0,59281.0,154.03,18.7,2020-11-01
12-2020,540494.0,261657.0,170.55,82.57,332726731,316905959.0,127376.0,61191.0,40.19,19.31,34170.0,10834.0,10.78,3.42,4768.0,1147.0,1.5,0.36,3782.0,1914.0,1.19,0.6,133635.0,21922.0,42.17,6.92,109410.0,16088.0,34.52,5.08,660363.0,102347.0,208.38,32.3,16546.0,5786.0,5.22,1.83,908176.0,141504.0,286.58,44.65,2020-12-01
01-2021,232029.0,98484.0,95.12,40.37,335395039,243939691.0,48447.0,21285.0,19.86,8.73,11405.0,2722.0,4.68,1.12,2198.0,526.0,0.9,0.22,1485.0,743.0,0.61,0.3,55442.0,7228.0,22.73,2.96,49276.0,5715.0,20.2,2.34,252795.0,34125.0,103.63,13.99,8897.0,2074.0,3.65,0.85,359711.0,47594.0,147.46,19.51,2021-01-01
02-2021,208917.0,91930.0,85.72,37.72,335395039,243709997.0,42031.0,19655.0,17.25,8.06,9169.0,2610.0,3.76,1.07,1838.0,499.0,0.75,0.2,1245.0,722.0,0.51,0.3,47582.0,6466.0,19.52,2.65,42959.0,5210.0,17.63,2.14,214770.0,31351.0,88.13,12.86,7532.0,2044.0,3.09,0.84,307149.0,43526.0,126.03,17.86,2021-02-01
03-2021,245147.0,107719.0,98.81,43.42,335395039,248106468.0,49435.0,22739.0,19.92,9.17,9208.0,2764.0,3.71,1.11,2425.0,575.0,0.98,0.23,1309.0,818.0,0.53,0.33,49900.0,7337.0,20.11,2.96,43789.0,5696.0,17.65,2.3,241415.0,34478.0,97.3,13.9,9422.0,2563.0,3.8,1.03,337529.0,48086.0,136.04,19.38,2021-03-01
04-2021,254104.0,107055.0,102.03,42.98,335395039,249052683.0,53573.0,23199.0,21.51,9.31,9129.0,2577.0,3.67,1.03,2677.0,646.0,1.07,0.26,1449.0,809.0,0.58,0.32,48462.0,6890.0,19.46,2.77,42902.0,5262.0,17.23,2.11,232405.0,31768.0,93.32,12.76,9108.0,2319.0,3.66,0.93,326446.0,44566.0,131.08,17.89,2021-04-01
05-2021,285095.0,117162.0,114.39,47.01,335395039,249231878.0,61083.0,25756.0,24.51,10.33,10850.0,2718.0,4.35,1.09,2763.0,738.0,1.11,0.3,1689.0,835.0,0.68,0.34,55423.0,7524.0,22.24,3.02,48833.0,5329.0,19.59,2.14,259082.0,33009.0,103.95,13.24,9618.0,2267.0,3.86,0.91,366101.0,46600.0,146.89,18.7,2021-05-01
06-2021,273328.0,115665.0,107.9,45.66,335395039,253322416.0,59786.0,25987.0,23.6,10.26,10327.0,2724.0,4.08,1.08,2689.0,648.0,1.06,0.26,1610.0,837.0,0.64,0.33,54914.0,7753.0,21.68,3.06,49569.0,5590.0,19.57,2.21,264157.0,33808.0,104.28,13.35,9526.0,2527.0,3.76,1.0,371329.0,47799.0,146.58,18.87,2021-06-01
07-2021,288351.0,118390.0,113.9,46.76,335395039,253165261.0,62985.0,26457.0,24.88,10.45,12093.0,2873.0,4.78,1.13,2888.0,668.0,1.14,0.26,1849.0,894.0,0.73,0.35,59552.0,7907.0,23.52,3.12,54388.0,5988.0,21.48,2.37,282709.0,35084.0,111.67,13.86,9722.0,2488.0,3.84,0.98,399537.0,49647.0,157.82,19.61,2021-07-01
08-2021,289678.0,119097.0,113.7,46.75,335395039,254770174.0,60135.0,25793.0,23.6,10.12,12229.0,2972.0,4.8,1.17,2619.0,654.0,1.03,0.26,1680.0,829.0,0.66,0.33,60259.0,7979.0,23.65,3.13,55817.0,5953.0,21.91,2.34,285231.0,34368.0,111.96,13.49,9810.0,2489.0,3.85,0.98,403926.0,48954.0,158.55,19.21,2021-08-01
09-2021,290252.0,118508.0,113.68,46.42,335395039,255321647.0,56812.0,24208.0,22.25,9.48,12702.0,3094.0,4.97,1.21,2554.0,580.0,1.0,0.23,1736.0,871.0,0.68,0.34,60614.0,7824.0,23.74,3.06,55714.0,5726.0,21.82,2.24,287070.0,34695.0,112.43,13.59,9339.0,2430.0,3.66,0.95,405952.0,48825.0,159.0,19.12,2021-09-01
10-2021,299605.0,121015.0,116.24,46.95,335395039,257742708.0,58869.0,24824.0,22.84,9.63,13810.0,3033.0,5.36,1.18,2440.0,600.0,0.95,0.23,1757.0,878.0,0.68,0.34,64077.0,7706.0,24.86,2.99,58241.0,5773.0,22.6,2.24,299117.0,35975.0,116.05,13.96,10038.0,2419.0,3.89,0.94,423875.0,50054.0,164.46,19.42,2021-10-01
11-2021,263357.0,109625.0,102.31,42.59,335395039,257422081.0,51584.0,22042.0,20.04,8.56,12978.0,3015.0,5.04,1.17,2509.0,586.0,0.97,0.23,1581.0,815.0,0.61,0.32,60369.0,7113.0,23.45,2.76,56959.0,5328.0,22.13,2.07,283228.0,35275.0,110.02,13.7,9044.0,2300.0,3.51,0.89,403065.0,48302.0,156.58,18.76,2021-11-01
12-2021,271182.0,112364.0,104.65,43.36,335395039,259123957.0,53303.0,22738.0,20.57,8.77,13766.0,3022.0,5.31,1.17,2512.0,609.0,0.97,0.24,2173.0,823.0,0.84,0.32,62878.0,7832.0,24.27,3.02,58686.0,5593.0,22.65,2.16,301183.0,37492.0,116.23,14.47,8452.0,2311.0,3.26,0.89,425259.0,51526.0,164.11,19.88,2021-12-01
01-2022,301400.0,126611.0,97.0,40.75,336746447,310706805.0,63625.0,27022.0,20.48,8.7,18476.0,4188.0,5.95,1.35,3259.0,773.0,1.05,0.25,1795.0,935.0,0.58,0.3,70488.0,8557.0,22.69,2.75,75589.0,7355.0,24.33,2.37,337986.0,39036.0,108.78,12.56,10833.0,2736.0,3.49,0.88,487322.0,55721.0,156.84,17.93,2022-01-01
02-2022,291017.0,122134.0,93.2,39.11,336746447,312255359.0,59742.0,25819.0,19.13,8.27,16506.0,3885.0,5.29,1.24,3204.0,775.0,1.03,0.25,1583.0,896.0,0.51,0.29,63213.0,8213.0,20.24,2.63,66779.0,6546.0,21.39,2.1,318292.0,38522.0,101.93,12.34,10288.0,2734.0,3.29,0.88,451488.0,54056.0,144.59,17.31,2022-02-01
03-2022,337978.0,142972.0,106.79,45.17,336746447,316487244.0,71647.0,30984.0,22.64,9.79,17153.0,4539.0,5.42,1.43,3615.0,872.0,1.14,0.28,1794.0,1098.0,0.57,0.35,69195.0,9612.0,21.86,3.04,71331.0,7209.0,22.54,2.28,364880.0,45628.0,115.29,14.42,11695.0,3180.0,3.7,1.0,509021.0,63321.0,160.83,20.01,2022-03-01
04-2022,339499.0,138920.0,107.41,43.95,336746447,316079472.0,72582.0,30214.0,22.96,9.56,17176.0,4364.0,5.43,1.38,3471.0,831.0,1.1,0.26,1852.0,951.0,0.59,0.3,69202.0,9171.0,21.89,2.9,68633.0,6776.0,21.71,2.14,360978.0,44649.0,114.2,14.13,11099.0,2841.0,3.51,0.9,502284.0,61427.0,158.91,19.43,2022-04-01
05-2022,370620.0,151094.0,117.24,47.79,336746447,316129951.0,79764.0,33040.0,25.23,10.45,18598.0,4418.0,5.88,1.4,3674.0,882.0,1.16,0.28,2092.0,1054.0,0.66,0.33,74221.0,9635.0,23.48,3.05,72654.0,7056.0,22.98,2.23,378473.0,45876.0,119.72,14.51,11540.0,2914.0,3.65,0.92,529022.0,63449.0,167.34,20.07,2022-05-01
06-2022,346848.0,142774.0,109.8,45.2,336746447,315888592.0,76598.0,32518.0,24.25,10.29,18711.0,4399.0,5.92,1.39,3387.0,848.0,1.07,0.27,1988.0,1037.0,0.63,0.33,73313.0,9801.0,23.21,3.1,73665.0,7124.0,23.32,2.26,376073.0,45395.0,119.05,14.37,11192.0,2879.0,3.54,0.91,526438.0,63168.0,166.65,20.0,2022-06-01
07-2022,357764.0,146577.0,113.32,46.43,336746447,315720574.0,80460.0,33624.0,25.48,10.65,19779.0,4538.0,6.26,1.44,3697.0,871.0,1.17,0.28,2245.0,1088.0,0.71,0.34,77732.0,9870.0,24.62,3.13,81875.0,7589.0,25.93,2.4,391109.0,46938.0,123.88,14.87,11254.0,2772.0,3.56,0.88,554413.0,65268.0,175.6,20.67,2022-07-01
08-2022,352125.0,148631.0,111.94,47.25,336746447,314552906.0,76191.0,33512.0,24.22,10.65,18849.0,4677.0,5.99,1.49,3075.0,871.0,0.98,0.28,2045.0,1145.0,0.65,0.36,75387.0,10053.0,23.97,3.2,81314.0,7583.0,25.85,2.41,394035.0,48925.0,125.27,15.55,11399.0,3045.0,3.62,0.97,553811.0,67432.0,176.06,21.44,2022-08-01
09-2022,350934.0,143264.0,112.15,45.78,336746447,312908255.0,73483.0,31493.0,23.48,10.06,18220.0,4354.0,5.82,1.39,3173.0,845.0,1.01,0.27,1835.0,959.0,0.59,0.31,70922.0,9360.0,22.67,2.99,76208.0,6712.0,24.35,2.15,371479.0,45992.0,118.72,14.7,11489.0,2997.0,3.67,0.96,521782.0,62909.0,166.75,20.1,2022-09-01
10-2022,350657.0,142367.0,112.26,45.58,336746447,312359145.0,72809.0,30465.0,23.31,9.75,18568.0,4262.0,5.94,1.36,3329.0,825.0,1.07,0.26,1890.0,930.0,0.61,0.3,72690.0,9024.0,23.27,2.89,81365.0,6624.0,26.05,2.12,374284.0,46523.0,119.82,14.89,11095.0,2771.0,3.55,0.89,531668.0,62996.0,170.21,20.17,2022-10-01
11-2022,308672.0,129563.0,98.88,41.5,336746447,312171964.0,63836.0,27632.0,20.45,8.85,16922.0,3881.0,5.42,1.24,2822.0,694.0,0.9,0.22,1668.0,900.0,0.53,0.29,68423.0,8516.0,21.92,2.73,76562.0,6382.0,24.53,2.04,346586.0,45763.0,111.02,14.66,9541.0,2465.0,3.06,0.79,494393.0,61355.0,158.37,19.65,2022-11-01
12-2022,395023.0,167794.0,125.99,53.52,336746447,313539493.0,84304.0,27940.0,26.89,8.91,20964.0,3902.0,6.69,1.24,2835.0,851.0,0.9,0.27,2657.0,1241.0,0.85,0.4,83989.0,12198.0,26.79,3.89,91024.0,9063.0,29.03,2.89,458022.0,64890.0,146.08,20.7,11870.0,3365.0,3.79,1.07,635870.0,87002.0,202.8,27.75,2022-12-01
01-2023,343210.0,147217.0,109.15,46.82,338357687,314447541.0,68766.0,31570.0,21.87,10.04,17362.0,5139.0,5.52,1.63,2836.0,877.0,0.9,0.28,1778.0,1080.0,0.57,0.34,70140.0,10023.0,22.31,3.19,83923.0,7407.0,26.69,2.36,353903.0,51008.0,112.55,16.22,10861.0,2981.0,3.45,0.95,510802.0,69315.0,162.44,22.04,2023-01-01
02-2023,309337.0,131880.0,98.75,42.1,338357687,313250355.0,58616.0,28056.0,18.71,8.96,14977.0,4459.0,4.78,1.42,2718.0,763.0,0.87,0.24,1505.0,927.0,0.48,0.3,58727.0,8695.0,18.75,2.78,72469.0,6377.0,23.13,2.04,312302.0,46075.0,99.7,14.71,9744.0,2761.0,3.11,0.88,446216.0,61910.0,142.45,19.76,2023-02-01
03-2023,347464.0,148721.0,110.31,47.21,338357687,314999945.0,67115.0,32239.0,21.31,10.23,16258.0,4929.0,5.16,1.56,2980.0,829.0,0.95,0.26,1651.0,1051.0,0.52,0.33,63619.0,9375.0,20.2,2.98,78301.0,6998.0,24.86,2.22,343220.0,50879.0,108.96,16.15,10713.0,3076.0,3.4,0.98,488120.0,68081.0,154.96,21.61,2023-03-01
04-2023,357475.0,147880.0,113.56,46.98,338357687,314784656.0,70880.0,32319.0,22.52,10.27,16540.0,4617.0,5.25,1.47,3108.0,813.0,0.99,0.26,1681.0,941.0,0.53,0.3,63130.0,8973.0,20.05,2.85,78239.0,6490.0,24.85,2.06,340475.0,49707.0,108.16,15.79,10262.0,2691.0,3.26,0.85,484952.0,65983.0,154.06,20.96,2023-04-01
05-2023,387293.0,159981.0,123.09,50.84,338357687,314654901.0,77063.0,35253.0,24.49,11.2,18402.0,5094.0,5.85,1.62,3352.0,875.0,1.07,0.28,1790.0,1037.0,0.57,0.33,67451.0,9775.0,21.44,3.11,88625.0,7382.0,28.17,2.35,363981.0,53289.0,115.68,16.94,10787.0,2812.0,3.43,0.89,523409.0,71321.0,166.34,22.67,2023-05-01
06-2023,354322.0,147970.0,112.71,47.07,338357687,314362273.0,73594.0,33922.0,23.41,10.79,18169.0,5077.0,5.78,1.62,3261.0,836.0,1.04,0.27,1778.0,1010.0,0.57,0.32,68255.0,9511.0,21.71,3.03,89832.0,7421.0,28.58,2.36,362208.0,53003.0,115.22,16.86,10167.0,2613.0,3.23,0.83,523556.0,70771.0,166.55,22.51,2023-06-01
07-2023,369541.0,153099.0,118.05,48.91,338357687,313044054.0,77740.0,35521.0,24.83,11.35,19574.0,5102.0,6.25,1.63,3531.0,872.0,1.13,0.28,1929.0,1051.0,0.62,0.34,70182.0,9679.0,22.42,3.09,97932.0,7486.0,31.28,2.39,368019.0,52861.0,117.56,16.89,10294.0,2644.0,3.29,0.84,539664.0,70898.0,172.39,22.65,2023-07-01
08-2023,369745.0,156446.0,117.77,49.83,338357687,313965753.0,73603.0,35261.0,23.44,11.23,19101.0,5344.0,6.08,1.7,2992.0,771.0,0.95,0.25,1724.0,985.0,0.55,0.31,69400.0,10277.0,22.1,3.27,96441.0,7682.0,30.72,2.45,373656.0,55541.0,119.01,17.69,10464.0,2869.0,3.33,0.91,542489.0,74271.0,172.79,23.66,2023-08-01
09-2023,362999.0,149980.0,115.85,47.87,338357687,313322278.0,70848.0,33307.0,22.61,10.63,18632.0,5110.0,5.95,1.63,2914.0,849.0,0.93,0.27,1624.0,918.0,0.52,0.29,65781.0,9627.0,20.99,3.07,86569.0,6748.0,27.63,2.15,349781.0,52360.0,111.64,16.71,9897.0,2554.0,3.16,0.82,505045.0,69584.0,161.19,22.21,2023-09-01
10-2023,366808.0,152398.0,117.21,48.7,338357687,312936094.0,73508.0,33531.0,23.49,10.71,19045.0,5153.0,6.09,1.65,2902.0,749.0,0.93,0.24,1683.0,942.0,0.54,0.3,66507.0,9452.0,21.25,3.02,90138.0,6979.0,28.8,2.23,361148.0,54511.0,115.41,17.42,9749.0,2542.0,3.12,0.81,520695.0,71691.0,166.39,22.91,2023-10-01
